type;n;k;comps;swaps
ExperimentalSelect3;5200;3;34944;13475
ExperimentalSelect5;5200;5;43995;17843
ExperimentalSelect7;5200;7;51861;22372
ExperimentalSelect9;5200;9;61989;27978
ExperimentalSelect3;5200;3;37186;13898
ExperimentalSelect5;5200;5;44179;18640
ExperimentalSelect7;5200;7;55279;24006
ExperimentalSelect9;5200;9;66393;27303
ExperimentalSelect3;5200;3;35792;14549
ExperimentalSelect5;5200;5;44840;18395
ExperimentalSelect7;5200;7;54998;23726
ExperimentalSelect9;5200;9;63531;27358
ExperimentalSelect3;5200;3;34803;15636
ExperimentalSelect5;5200;5;38916;17201
ExperimentalSelect7;5200;7;51229;21815
ExperimentalSelect9;5200;9;58850;26319
ExperimentalSelect3;5200;3;30840;13768
ExperimentalSelect5;5200;5;46253;19453
ExperimentalSelect7;5200;7;50088;22409
ExperimentalSelect9;5200;9;65098;27657
ExperimentalSelect3;5200;3;37012;16243
ExperimentalSelect5;5200;5;47040;18301
ExperimentalSelect7;5200;7;49593;22258
ExperimentalSelect9;5200;9;63696;27930
ExperimentalSelect3;5200;3;30787;13192
ExperimentalSelect5;5200;5;42766;18343
ExperimentalSelect7;5200;7;50381;22730
ExperimentalSelect9;5200;9;65353;28362
ExperimentalSelect3;5200;3;32153;13794
ExperimentalSelect5;5200;5;42749;18230
ExperimentalSelect7;5200;7;54321;22374
ExperimentalSelect9;5200;9;65571;27688
ExperimentalSelect3;5200;3;35562;14815
ExperimentalSelect5;5200;5;44098;18204
ExperimentalSelect7;5200;7;62224;28332
ExperimentalSelect9;5200;9;62381;28361
ExperimentalSelect3;5200;3;34173;13384
ExperimentalSelect5;5200;5;44966;18286
ExperimentalSelect7;5200;7;56451;23009
ExperimentalSelect9;5200;9;64894;27071
ExperimentalSelect3;5300;3;33197;13244
ExperimentalSelect5;5300;5;42728;18314
ExperimentalSelect7;5300;7;56014;22968
ExperimentalSelect9;5300;9;62421;28740
ExperimentalSelect3;5300;3;31623;15259
ExperimentalSelect5;5300;5;41069;16642
ExperimentalSelect7;5300;7;49129;21745
ExperimentalSelect9;5300;9;62665;27109
ExperimentalSelect3;5300;3;34977;15830
ExperimentalSelect5;5300;5;41469;17648
ExperimentalSelect7;5300;7;53225;24688
ExperimentalSelect9;5300;9;64160;28519
ExperimentalSelect3;5300;3;32382;13601
ExperimentalSelect5;5300;5;42586;17426
ExperimentalSelect7;5300;7;54571;23201
ExperimentalSelect9;5300;9;60759;26659
ExperimentalSelect3;5300;3;31486;13809
ExperimentalSelect5;5300;5;45641;19082
ExperimentalSelect7;5300;7;52957;21791
ExperimentalSelect9;5300;9;63951;28546
ExperimentalSelect3;5300;3;32593;13948
ExperimentalSelect5;5300;5;40731;17303
ExperimentalSelect7;5300;7;49713;21753
ExperimentalSelect9;5300;9;66592;27137
ExperimentalSelect3;5300;3;35021;14816
ExperimentalSelect5;5300;5;43983;18297
ExperimentalSelect7;5300;7;55547;23017
ExperimentalSelect9;5300;9;64975;27127
ExperimentalSelect3;5300;3;32074;12898
ExperimentalSelect5;5300;5;45722;17796
ExperimentalSelect7;5300;7;51581;24031
ExperimentalSelect9;5300;9;64886;27385
ExperimentalSelect3;5300;3;35215;13429
ExperimentalSelect5;5300;5;40615;17291
ExperimentalSelect7;5300;7;52482;24251
ExperimentalSelect9;5300;9;63946;28671
ExperimentalSelect3;5300;3;33772;13637
ExperimentalSelect5;5300;5;42465;17497
ExperimentalSelect7;5300;7;50515;23650
ExperimentalSelect9;5300;9;62649;27832
ExperimentalSelect3;5300;3;27026;12738
ExperimentalSelect5;5300;5;44294;18964
ExperimentalSelect7;5300;7;53318;23663
ExperimentalSelect9;5300;9;63494;29445
ExperimentalSelect3;5300;3;31242;13737
ExperimentalSelect5;5300;5;42822;19350
ExperimentalSelect7;5300;7;52424;23196
ExperimentalSelect9;5300;9;59920;26375
ExperimentalSelect3;5300;3;37333;14956
ExperimentalSelect5;5300;5;43706;17402
ExperimentalSelect7;5300;7;52933;23563
ExperimentalSelect9;5300;9;60462;28216
ExperimentalSelect3;5300;3;32620;13841
ExperimentalSelect5;5300;5;46235;17992
ExperimentalSelect7;5300;7;50619;22053
ExperimentalSelect9;5300;9;66731;26017
ExperimentalSelect3;5300;3;34852;14251
ExperimentalSelect5;5300;5;42253;18069
ExperimentalSelect7;5300;7;53222;23090
ExperimentalSelect9;5300;9;69002;29671
ExperimentalSelect3;5300;3;35416;14005
ExperimentalSelect5;5300;5;42812;17810
ExperimentalSelect7;5300;7;51436;22057
ExperimentalSelect9;5300;9;65003;27371
ExperimentalSelect3;5300;3;33780;15330
ExperimentalSelect5;5300;5;42260;17659
ExperimentalSelect7;5300;7;51045;22168
ExperimentalSelect9;5300;9;59602;26098
ExperimentalSelect3;5300;3;30168;14298
ExperimentalSelect5;5300;5;40695;17653
ExperimentalSelect7;5300;7;53256;22891
ExperimentalSelect9;5300;9;64491;29127
ExperimentalSelect3;5300;3;36261;13055
ExperimentalSelect5;5300;5;43768;19308
ExperimentalSelect7;5300;7;50976;23215
ExperimentalSelect9;5300;9;63994;28811
ExperimentalSelect3;5300;3;34272;13548
ExperimentalSelect5;5300;5;39115;17628
ExperimentalSelect7;5300;7;53619;22542
ExperimentalSelect9;5300;9;65191;26112
ExperimentalSelect3;5300;3;31790;12917
ExperimentalSelect5;5300;5;39595;17175
ExperimentalSelect7;5300;7;52628;21844
ExperimentalSelect9;5300;9;63249;28932
ExperimentalSelect3;5300;3;34032;13425
ExperimentalSelect5;5300;5;41739;17513
ExperimentalSelect7;5300;7;53716;23327
ExperimentalSelect9;5300;9;62795;27992
ExperimentalSelect3;5300;3;33137;14325
ExperimentalSelect5;5300;5;41761;18348
ExperimentalSelect7;5300;7;51066;23750
ExperimentalSelect9;5300;9;61720;28259
ExperimentalSelect3;5300;3;30471;13535
ExperimentalSelect5;5300;5;44258;17881
ExperimentalSelect7;5300;7;51981;23827
ExperimentalSelect9;5300;9;58002;26909
ExperimentalSelect3;5300;3;34782;14107
ExperimentalSelect5;5300;5;41403;18569
ExperimentalSelect7;5300;7;50275;23343
ExperimentalSelect9;5300;9;63379;28010
ExperimentalSelect3;5300;3;32398;13279
ExperimentalSelect5;5300;5;45596;16948
ExperimentalSelect7;5300;7;51399;22742
ExperimentalSelect9;5300;9;62375;28672
ExperimentalSelect3;5300;3;34177;13539
ExperimentalSelect5;5300;5;41300;17095
ExperimentalSelect7;5300;7;51716;23705
ExperimentalSelect9;5300;9;62286;28152
ExperimentalSelect3;5300;3;31805;13810
ExperimentalSelect5;5300;5;40637;18046
ExperimentalSelect7;5300;7;51412;21935
ExperimentalSelect9;5300;9;61034;29159
ExperimentalSelect3;5300;3;32618;12688
ExperimentalSelect5;5300;5;41591;16948
ExperimentalSelect7;5300;7;53463;22111
ExperimentalSelect9;5300;9;63809;26745
ExperimentalSelect3;5300;3;33631;13264
ExperimentalSelect5;5300;5;45297;18251
ExperimentalSelect7;5300;7;55384;22716
ExperimentalSelect9;5300;9;60191;26270
ExperimentalSelect3;5300;3;34904;13202
ExperimentalSelect5;5300;5;41955;17589
ExperimentalSelect7;5300;7;54873;24502
ExperimentalSelect9;5300;9;61778;28535
ExperimentalSelect3;5300;3;35255;14693
ExperimentalSelect5;5300;5;44090;17448
ExperimentalSelect7;5300;7;57580;25070
ExperimentalSelect9;5300;9;65535;28115
ExperimentalSelect3;5300;3;29332;12733
ExperimentalSelect5;5300;5;43345;18984
ExperimentalSelect7;5300;7;55259;23607
ExperimentalSelect9;5300;9;62982;27205
ExperimentalSelect3;5300;3;31847;13005
ExperimentalSelect5;5300;5;38040;17243
ExperimentalSelect7;5300;7;52564;24388
ExperimentalSelect9;5300;9;62525;27838
ExperimentalSelect3;5300;3;32911;13190
ExperimentalSelect5;5300;5;46532;19384
ExperimentalSelect7;5300;7;55263;23856
ExperimentalSelect9;5300;9;61112;28653
ExperimentalSelect3;5300;3;34331;13882
ExperimentalSelect5;5300;5;43540;18060
ExperimentalSelect7;5300;7;56098;24794
ExperimentalSelect9;5300;9;62327;28994
ExperimentalSelect3;5300;3;31581;13448
ExperimentalSelect5;5300;5;42294;17735
ExperimentalSelect7;5300;7;53849;22635
ExperimentalSelect9;5300;9;61611;26918
ExperimentalSelect3;5300;3;32893;14481
ExperimentalSelect5;5300;5;43581;18169
ExperimentalSelect7;5300;7;51673;21556
ExperimentalSelect9;5300;9;69087;29532
ExperimentalSelect3;5300;3;33633;14832
ExperimentalSelect5;5300;5;42129;16999
ExperimentalSelect7;5300;7;55672;24103
ExperimentalSelect9;5300;9;61158;27225
ExperimentalSelect3;5300;3;34695;13597
ExperimentalSelect5;5300;5;46448;17515
ExperimentalSelect7;5300;7;51034;21708
ExperimentalSelect9;5300;9;63658;26336
ExperimentalSelect3;5300;3;29753;13061
ExperimentalSelect5;5300;5;45324;17564
ExperimentalSelect7;5300;7;55720;24993
ExperimentalSelect9;5300;9;66155;27070
ExperimentalSelect3;5300;3;31595;13037
ExperimentalSelect5;5300;5;41801;17338
ExperimentalSelect7;5300;7;51893;23249
ExperimentalSelect9;5300;9;62500;25919
ExperimentalSelect3;5300;3;34657;12699
ExperimentalSelect5;5300;5;46300;17705
ExperimentalSelect7;5300;7;53978;23559
ExperimentalSelect9;5300;9;62213;28784
ExperimentalSelect3;5300;3;35249;13603
ExperimentalSelect5;5300;5;44625;17618
ExperimentalSelect7;5300;7;52732;21820
ExperimentalSelect9;5300;9;64986;29010
ExperimentalSelect3;5300;3;34573;13105
ExperimentalSelect5;5300;5;40242;17958
ExperimentalSelect7;5300;7;53315;23500
ExperimentalSelect9;5300;9;63001;27805
ExperimentalSelect3;5300;3;33449;13598
ExperimentalSelect5;5300;5;43644;17578
ExperimentalSelect7;5300;7;52170;23328
ExperimentalSelect9;5300;9;60654;27234
ExperimentalSelect3;5300;3;39043;14765
ExperimentalSelect5;5300;5;41743;18822
ExperimentalSelect7;5300;7;60702;23590
ExperimentalSelect9;5300;9;64018;29164
ExperimentalSelect3;5300;3;32488;13471
ExperimentalSelect5;5300;5;44049;18707
ExperimentalSelect7;5300;7;47218;21729
ExperimentalSelect9;5300;9;63830;28860
ExperimentalSelect3;5300;3;32283;13774
ExperimentalSelect5;5300;5;40475;17408
ExperimentalSelect7;5300;7;58168;23431
ExperimentalSelect9;5300;9;64616;26216
ExperimentalSelect3;5300;3;32562;13271
ExperimentalSelect5;5300;5;41594;17878
ExperimentalSelect7;5300;7;51063;22059
ExperimentalSelect9;5300;9;61742;28500
ExperimentalSelect3;5300;3;34441;13587
ExperimentalSelect5;5300;5;39702;17203
ExperimentalSelect7;5300;7;51623;23593
ExperimentalSelect9;5300;9;62827;28315
ExperimentalSelect3;5300;3;33427;13063
ExperimentalSelect5;5300;5;43014;17664
ExperimentalSelect7;5300;7;50811;22475
ExperimentalSelect9;5300;9;65039;27293
ExperimentalSelect3;5300;3;30793;13403
ExperimentalSelect5;5300;5;43320;17913
ExperimentalSelect7;5300;7;52346;23863
ExperimentalSelect9;5300;9;60843;26606
ExperimentalSelect3;5300;3;33145;14001
ExperimentalSelect5;5300;5;47290;19556
ExperimentalSelect7;5300;7;52097;22461
ExperimentalSelect9;5300;9;61770;28594
ExperimentalSelect3;5300;3;29915;13377
ExperimentalSelect5;5300;5;41234;18777
ExperimentalSelect7;5300;7;52881;22543
ExperimentalSelect9;5300;9;62723;28401
ExperimentalSelect3;5300;3;36105;13297
ExperimentalSelect5;5300;5;42524;17323
ExperimentalSelect7;5300;7;49383;21929
ExperimentalSelect9;5300;9;62356;26125
ExperimentalSelect3;5300;3;31597;13831
ExperimentalSelect5;5300;5;37767;16843
ExperimentalSelect7;5300;7;54719;22372
ExperimentalSelect9;5300;9;64450;28580
ExperimentalSelect3;5300;3;36573;15061
ExperimentalSelect5;5300;5;43624;17297
ExperimentalSelect7;5300;7;52152;23974
ExperimentalSelect9;5300;9;62943;27289
ExperimentalSelect3;5300;3;33861;13459
ExperimentalSelect5;5300;5;42571;17683
ExperimentalSelect7;5300;7;55195;23785
ExperimentalSelect9;5300;9;65183;29171
ExperimentalSelect3;5300;3;30963;13276
ExperimentalSelect5;5300;5;43679;18752
ExperimentalSelect7;5300;7;54679;24205
ExperimentalSelect9;5300;9;65121;29472
ExperimentalSelect3;5300;3;30995;13328
ExperimentalSelect5;5300;5;47699;19923
ExperimentalSelect7;5300;7;51385;22297
ExperimentalSelect9;5300;9;64982;29170
ExperimentalSelect3;5300;3;31036;12967
ExperimentalSelect5;5300;5;41279;17916
ExperimentalSelect7;5300;7;53126;21925
ExperimentalSelect9;5300;9;62836;26346
ExperimentalSelect3;5300;3;34282;14820
ExperimentalSelect5;5300;5;41519;18492
ExperimentalSelect7;5300;7;54175;23197
ExperimentalSelect9;5300;9;63273;26812
ExperimentalSelect3;5300;3;32304;13410
ExperimentalSelect5;5300;5;39012;17271
ExperimentalSelect7;5300;7;55765;24043
ExperimentalSelect9;5300;9;61088;27513
ExperimentalSelect3;5300;3;29148;13273
ExperimentalSelect5;5300;5;41406;17418
ExperimentalSelect7;5300;7;53291;23030
ExperimentalSelect9;5300;9;62016;28642
ExperimentalSelect3;5300;3;33769;13522
ExperimentalSelect5;5300;5;41062;17667
ExperimentalSelect7;5300;7;53132;23134
ExperimentalSelect9;5300;9;65398;27025
ExperimentalSelect3;5300;3;31970;13506
ExperimentalSelect5;5300;5;42591;17299
ExperimentalSelect7;5300;7;53744;23294
ExperimentalSelect9;5300;9;60154;28226
ExperimentalSelect3;5300;3;31816;13769
ExperimentalSelect5;5300;5;44457;17845
ExperimentalSelect7;5300;7;51955;23390
ExperimentalSelect9;5300;9;65354;29662
ExperimentalSelect3;5300;3;34602;13195
ExperimentalSelect5;5300;5;41214;17250
ExperimentalSelect7;5300;7;51352;22896
ExperimentalSelect9;5300;9;61084;26360
ExperimentalSelect3;5300;3;31166;12975
ExperimentalSelect5;5300;5;43876;18450
ExperimentalSelect7;5300;7;55299;23612
ExperimentalSelect9;5300;9;62970;26451
ExperimentalSelect3;5300;3;29333;12784
ExperimentalSelect5;5300;5;42506;17955
ExperimentalSelect7;5300;7;52126;22197
ExperimentalSelect9;5300;9;60617;26435
ExperimentalSelect3;5300;3;30580;13891
ExperimentalSelect5;5300;5;39699;18061
ExperimentalSelect7;5300;7;50997;22038
ExperimentalSelect9;5300;9;64575;25895
ExperimentalSelect3;5300;3;36870;14978
ExperimentalSelect5;5300;5;38484;16589
ExperimentalSelect7;5300;7;54588;22638
ExperimentalSelect9;5300;9;68300;27992
ExperimentalSelect3;5300;3;31187;13227
ExperimentalSelect5;5300;5;44770;18329
ExperimentalSelect7;5300;7;53095;22352
ExperimentalSelect9;5300;9;64422;26517
ExperimentalSelect3;5300;3;33808;13324
ExperimentalSelect5;5300;5;40168;18153
ExperimentalSelect7;5300;7;55276;22584
ExperimentalSelect9;5300;9;63165;29520
ExperimentalSelect3;5300;3;36470;13453
ExperimentalSelect5;5300;5;44102;19408
ExperimentalSelect7;5300;7;54282;22976
ExperimentalSelect9;5300;9;64798;26367
ExperimentalSelect3;5300;3;34089;14052
ExperimentalSelect5;5300;5;42350;18735
ExperimentalSelect7;5300;7;51160;22094
ExperimentalSelect9;5300;9;65759;28361
ExperimentalSelect3;5300;3;34412;14785
ExperimentalSelect5;5300;5;40023;18355
ExperimentalSelect7;5300;7;53478;23268
ExperimentalSelect9;5300;9;61054;26323
ExperimentalSelect3;5300;3;34118;13098
ExperimentalSelect5;5300;5;41395;18243
ExperimentalSelect7;5300;7;55207;22913
ExperimentalSelect9;5300;9;62210;27104
ExperimentalSelect3;5300;3;29656;13374
ExperimentalSelect5;5300;5;40672;18158
ExperimentalSelect7;5300;7;51829;22627
ExperimentalSelect9;5300;9;63179;29269
ExperimentalSelect3;5300;3;28622;13359
ExperimentalSelect5;5300;5;40292;18452
ExperimentalSelect7;5300;7;51604;23183
ExperimentalSelect9;5300;9;63912;28380
ExperimentalSelect3;5300;3;31455;13660
ExperimentalSelect5;5300;5;40967;18180
ExperimentalSelect7;5300;7;51395;22446
ExperimentalSelect9;5300;9;61090;25957
ExperimentalSelect3;5300;3;31405;13358
ExperimentalSelect5;5300;5;42951;17158
ExperimentalSelect7;5300;7;54632;24056
ExperimentalSelect9;5300;9;60630;27196
ExperimentalSelect3;5300;3;32633;13509
ExperimentalSelect5;5300;5;40838;18136
ExperimentalSelect7;5300;7;53017;22499
ExperimentalSelect9;5300;9;61305;26989
ExperimentalSelect3;5300;3;42174;17688
ExperimentalSelect5;5300;5;39967;17335
ExperimentalSelect7;5300;7;52251;23596
ExperimentalSelect9;5300;9;65003;27530
ExperimentalSelect3;5300;3;34655;12917
ExperimentalSelect5;5300;5;36837;17091
ExperimentalSelect7;5300;7;52775;24204
ExperimentalSelect9;5300;9;65949;28531
ExperimentalSelect3;5300;3;35559;13496
ExperimentalSelect5;5300;5;45244;18624
ExperimentalSelect7;5300;7;48238;21348
ExperimentalSelect9;5300;9;60144;27007
ExperimentalSelect3;5300;3;33319;13669
ExperimentalSelect5;5300;5;43694;17336
ExperimentalSelect7;5300;7;49882;22145
ExperimentalSelect9;5300;9;60887;29121
ExperimentalSelect3;5300;3;29918;13461
ExperimentalSelect5;5300;5;44437;18221
ExperimentalSelect7;5300;7;54487;23735
ExperimentalSelect9;5300;9;67160;29243
ExperimentalSelect3;5300;3;30442;13077
ExperimentalSelect5;5300;5;38781;18227
ExperimentalSelect7;5300;7;53896;22005
ExperimentalSelect9;5300;9;60815;26225
ExperimentalSelect3;5300;3;38271;16443
ExperimentalSelect5;5300;5;43834;18400
ExperimentalSelect7;5300;7;52819;21799
ExperimentalSelect9;5300;9;63501;26942
ExperimentalSelect3;5300;3;32805;13590
ExperimentalSelect5;5300;5;39481;17531
ExperimentalSelect7;5300;7;52868;22556
ExperimentalSelect9;5300;9;60022;25801
ExperimentalSelect3;5300;3;34263;14866
ExperimentalSelect5;5300;5;41768;18498
ExperimentalSelect7;5300;7;50962;22261
ExperimentalSelect9;5300;9;60714;28229
ExperimentalSelect3;5300;3;30804;14235
ExperimentalSelect5;5300;5;44933;18513
ExperimentalSelect7;5300;7;53574;23688
ExperimentalSelect9;5300;9;63852;29429
ExperimentalSelect3;5300;3;29138;13331
ExperimentalSelect5;5300;5;38335;16989
ExperimentalSelect7;5300;7;51001;22891
ExperimentalSelect9;5300;9;70100;27722
ExperimentalSelect3;5300;3;28655;13168
ExperimentalSelect5;5300;5;43214;18070
ExperimentalSelect7;5300;7;50474;21729
ExperimentalSelect9;5300;9;65433;29541
ExperimentalSelect3;5300;3;32910;14119
ExperimentalSelect5;5300;5;41225;17040
ExperimentalSelect7;5300;7;52838;23029
ExperimentalSelect9;5300;9;62645;26287
ExperimentalSelect3;5300;3;30425;13926
ExperimentalSelect5;5300;5;43342;17999
ExperimentalSelect7;5300;7;52842;21810
ExperimentalSelect9;5300;9;60823;26778
ExperimentalSelect3;5300;3;30526;13484
ExperimentalSelect5;5300;5;39130;18038
ExperimentalSelect7;5300;7;48704;21903
ExperimentalSelect9;5300;9;63310;26688
ExperimentalSelect3;5300;3;33018;14372
ExperimentalSelect5;5300;5;43295;17978
ExperimentalSelect7;5300;7;50691;22522
ExperimentalSelect9;5300;9;61931;29141
ExperimentalSelect3;5400;3;31929;13784
ExperimentalSelect5;5400;5;46125;18039
ExperimentalSelect7;5400;7;52570;24509
ExperimentalSelect9;5400;9;66080;29464
ExperimentalSelect3;5400;3;34000;14351
ExperimentalSelect5;5400;5;41165;18539
ExperimentalSelect7;5400;7;55775;24127
ExperimentalSelect9;5400;9;61321;27711
ExperimentalSelect3;5400;3;32349;13729
ExperimentalSelect5;5400;5;42426;19621
ExperimentalSelect7;5400;7;51797;22825
ExperimentalSelect9;5400;9;62717;28364
ExperimentalSelect3;5400;3;34247;13091
ExperimentalSelect5;5400;5;40136;17645
ExperimentalSelect7;5400;7;54101;24390
ExperimentalSelect9;5400;9;61354;28465
ExperimentalSelect3;5400;3;30644;13966
ExperimentalSelect5;5400;5;43330;18415
ExperimentalSelect7;5400;7;56127;22242
ExperimentalSelect9;5400;9;66662;27456
ExperimentalSelect3;5400;3;30499;13684
ExperimentalSelect5;5400;5;43995;18020
ExperimentalSelect7;5400;7;55315;24551
ExperimentalSelect9;5400;9;63610;29093
ExperimentalSelect3;5400;3;30247;13220
ExperimentalSelect5;5400;5;38103;18697
ExperimentalSelect7;5400;7;53381;24045
ExperimentalSelect9;5400;9;64638;27666
ExperimentalSelect3;5400;3;33810;13804
ExperimentalSelect5;5400;5;45060;17635
ExperimentalSelect7;5400;7;52026;22938
ExperimentalSelect9;5400;9;65164;26691
ExperimentalSelect3;5400;3;31882;12883
ExperimentalSelect5;5400;5;38949;18069
ExperimentalSelect7;5400;7;51623;23061
ExperimentalSelect9;5400;9;63202;29187
ExperimentalSelect3;5400;3;32357;13098
ExperimentalSelect5;5400;5;41041;18912
ExperimentalSelect7;5400;7;53244;23475
ExperimentalSelect9;5400;9;64140;28424
ExperimentalSelect3;5400;3;30047;13147
ExperimentalSelect5;5400;5;43617;18482
ExperimentalSelect7;5400;7;56768;24506
ExperimentalSelect9;5400;9;61732;27141
ExperimentalSelect3;5400;3;32387;12781
ExperimentalSelect5;5400;5;42052;18200
ExperimentalSelect7;5400;7;53310;22984
ExperimentalSelect9;5400;9;65125;27871
ExperimentalSelect3;5400;3;29540;13369
ExperimentalSelect5;5400;5;45142;19014
ExperimentalSelect7;5400;7;52068;24016
ExperimentalSelect9;5400;9;63116;28547
ExperimentalSelect3;5400;3;36809;13931
ExperimentalSelect5;5400;5;44637;18130
ExperimentalSelect7;5400;7;54436;23082
ExperimentalSelect9;5400;9;66903;28278
ExperimentalSelect3;5400;3;33375;13421
ExperimentalSelect5;5400;5;40979;18342
ExperimentalSelect7;5400;7;55861;23356
ExperimentalSelect9;5400;9;66369;29186
ExperimentalSelect3;5400;3;33923;13496
ExperimentalSelect5;5400;5;42271;17635
ExperimentalSelect7;5400;7;57908;23382
ExperimentalSelect9;5400;9;64068;28333
ExperimentalSelect3;5400;3;34266;15540
ExperimentalSelect5;5400;5;39077;17881
ExperimentalSelect7;5400;7;52504;23833
ExperimentalSelect9;5400;9;61454;26777
ExperimentalSelect3;5400;3;30392;13224
ExperimentalSelect5;5400;5;41309;17128
ExperimentalSelect7;5400;7;53295;22167
ExperimentalSelect9;5400;9;62374;27030
ExperimentalSelect3;5400;3;35099;13583
ExperimentalSelect5;5400;5;41077;18738
ExperimentalSelect7;5400;7;52990;23194
ExperimentalSelect9;5400;9;62869;28540
ExperimentalSelect3;5400;3;39808;17712
ExperimentalSelect5;5400;5;39347;18004
ExperimentalSelect7;5400;7;57952;23921
ExperimentalSelect9;5400;9;64043;27270
ExperimentalSelect3;5400;3;37972;14514
ExperimentalSelect5;5400;5;43860;19149
ExperimentalSelect7;5400;7;54413;24462
ExperimentalSelect9;5400;9;60611;27331
ExperimentalSelect3;5400;3;30252;14029
ExperimentalSelect5;5400;5;39500;17874
ExperimentalSelect7;5400;7;55002;21905
ExperimentalSelect9;5400;9;64867;26172
ExperimentalSelect3;5400;3;33577;14483
ExperimentalSelect5;5400;5;40266;18295
ExperimentalSelect7;5400;7;50693;23703
ExperimentalSelect9;5400;9;58278;27407
ExperimentalSelect3;5400;3;31063;13136
ExperimentalSelect5;5400;5;41543;18484
ExperimentalSelect7;5400;7;53319;23322
ExperimentalSelect9;5400;9;61697;28207
ExperimentalSelect3;5400;3;34428;13894
ExperimentalSelect5;5400;5;43147;17599
ExperimentalSelect7;5400;7;55183;22599
ExperimentalSelect9;5400;9;63020;28206
ExperimentalSelect3;5400;3;30464;13376
ExperimentalSelect5;5400;5;42966;18855
ExperimentalSelect7;5400;7;56265;24142
ExperimentalSelect9;5400;9;65212;26865
ExperimentalSelect3;5400;3;30717;13539
ExperimentalSelect5;5400;5;43928;18692
ExperimentalSelect7;5400;7;49700;22608
ExperimentalSelect9;5400;9;62713;28844
ExperimentalSelect3;5400;3;35082;14384
ExperimentalSelect5;5400;5;45346;17719
ExperimentalSelect7;5400;7;51850;22782
ExperimentalSelect9;5400;9;61428;26844
ExperimentalSelect3;5400;3;31467;13596
ExperimentalSelect5;5400;5;43011;17936
ExperimentalSelect7;5400;7;55515;23927
ExperimentalSelect9;5400;9;64625;28588
ExperimentalSelect3;5400;3;33955;13553
ExperimentalSelect5;5400;5;41361;18031
ExperimentalSelect7;5400;7;49101;23308
ExperimentalSelect9;5400;9;64386;28011
ExperimentalSelect3;5400;3;36391;15189
ExperimentalSelect5;5400;5;41081;18909
ExperimentalSelect7;5400;7;53803;23900
ExperimentalSelect9;5400;9;64459;29190
ExperimentalSelect3;5400;3;31753;13573
ExperimentalSelect5;5400;5;42166;18185
ExperimentalSelect7;5400;7;52175;23062
ExperimentalSelect9;5400;9;62918;27260
ExperimentalSelect3;5400;3;30381;12899
ExperimentalSelect5;5400;5;40259;18028
ExperimentalSelect7;5400;7;53586;24815
ExperimentalSelect9;5400;9;64488;28157
ExperimentalSelect3;5400;3;32157;13388
ExperimentalSelect5;5400;5;44196;17541
ExperimentalSelect7;5400;7;51153;22193
ExperimentalSelect9;5400;9;63408;26630
ExperimentalSelect3;5400;3;28919;12938
ExperimentalSelect5;5400;5;41396;17474
ExperimentalSelect7;5400;7;56640;21723
ExperimentalSelect9;5400;9;67277;26536
ExperimentalSelect3;5400;3;34097;15204
ExperimentalSelect5;5400;5;43051;18396
ExperimentalSelect7;5400;7;51985;22638
ExperimentalSelect9;5400;9;60750;27938
ExperimentalSelect3;5400;3;31852;13151
ExperimentalSelect5;5400;5;42336;18965
ExperimentalSelect7;5400;7;52922;22864
ExperimentalSelect9;5400;9;63329;28628
ExperimentalSelect3;5400;3;29141;13860
ExperimentalSelect5;5400;5;41532;19227
ExperimentalSelect7;5400;7;52265;24230
ExperimentalSelect9;5400;9;66521;28574
ExperimentalSelect3;5400;3;31170;13403
ExperimentalSelect5;5400;5;42852;19197
ExperimentalSelect7;5400;7;52802;23406
ExperimentalSelect9;5400;9;62086;28438
ExperimentalSelect3;5400;3;37793;16533
ExperimentalSelect5;5400;5;44818;18512
ExperimentalSelect7;5400;7;51532;23110
ExperimentalSelect9;5400;9;61248;28659
ExperimentalSelect3;5400;3;32839;14115
ExperimentalSelect5;5400;5;41289;18580
ExperimentalSelect7;5400;7;51513;24102
ExperimentalSelect9;5400;9;65413;29392
ExperimentalSelect3;5400;3;36149;14386
ExperimentalSelect5;5400;5;43265;17327
ExperimentalSelect7;5400;7;76003;33029
ExperimentalSelect9;5400;9;61174;29908
ExperimentalSelect3;5400;3;35024;13733
ExperimentalSelect5;5400;5;48339;19355
ExperimentalSelect7;5400;7;54414;23250
ExperimentalSelect9;5400;9;62959;26856
ExperimentalSelect3;5400;3;34584;13410
ExperimentalSelect5;5400;5;43652;17676
ExperimentalSelect7;5400;7;53811;23078
ExperimentalSelect9;5400;9;65425;30101
ExperimentalSelect3;5400;3;31645;12700
ExperimentalSelect5;5400;5;42976;18147
ExperimentalSelect7;5400;7;54946;23939
ExperimentalSelect9;5400;9;65578;29677
ExperimentalSelect3;5400;3;31149;13223
ExperimentalSelect5;5400;5;42992;16846
ExperimentalSelect7;5400;7;53656;22934
ExperimentalSelect9;5400;9;63748;26693
ExperimentalSelect3;5400;3;32977;13466
ExperimentalSelect5;5400;5;43168;18574
ExperimentalSelect7;5400;7;51233;23291
ExperimentalSelect9;5400;9;60717;27304
ExperimentalSelect3;5400;3;31047;12935
ExperimentalSelect5;5400;5;42609;18227
ExperimentalSelect7;5400;7;53887;22682
ExperimentalSelect9;5400;9;65401;26756
ExperimentalSelect3;5400;3;28420;13310
ExperimentalSelect5;5400;5;43431;18413
ExperimentalSelect7;5400;7;52251;22234
