type;n;m;comps;swaps
randomSelect;2900;555;5968;2852
select;2900;555;22000;9808
randomSelect;2900;555;12205;8790
select;2900;555;22438;9296
randomSelect;2900;555;9682;3173
select;2900;555;22922;9523
randomSelect;2900;555;9064;5389
select;2900;555;21046;9783
randomSelect;2900;555;12940;4768
select;2900;555;27165;11137
randomSelect;2900;555;12488;4927
select;2900;555;24480;10784
randomSelect;2900;555;11755;6956
select;2900;555;22543;9793
randomSelect;2900;555;7040;4623
select;2900;555;23102;9322
randomSelect;2900;555;6612;1462
select;2900;555;21093;9624
randomSelect;2900;555;12324;6987
select;2900;555;22575;9643
randomSelect;2900;555;9295;4280
select;2900;555;21924;9738
randomSelect;2900;555;7407;2060
select;2900;555;21757;9521
randomSelect;2900;555;5628;2513
select;2900;555;25371;11080
randomSelect;2900;555;5772;1882
select;2900;555;25347;10288
randomSelect;2900;555;12682;8347
select;2900;555;22333;9735
randomSelect;2900;555;11458;8029
select;2900;555;24675;10673
randomSelect;2900;555;12040;8409
select;2900;555;23143;10481
randomSelect;2900;555;8093;4781
select;2900;555;21926;9946
randomSelect;2900;555;5906;2840
select;2900;555;21337;10150
randomSelect;2900;555;8337;4671
select;2900;555;25691;10488
randomSelect;2900;555;9627;5833
select;2900;555;24210;10006
randomSelect;2900;555;6971;3638
select;2900;555;22712;9695
randomSelect;2900;555;7735;2705
select;2900;555;22744;9669
randomSelect;2900;555;6240;2015
select;2900;555;22716;9920
randomSelect;2900;555;7417;1646
select;2900;555;23391;9609
randomSelect;2900;555;10657;4102
select;2900;555;21612;9754
randomSelect;2900;555;12613;4552
select;2900;555;21844;9389
randomSelect;2900;555;4980;2065
select;2900;555;24495;10361
randomSelect;2900;555;9371;6054
select;2900;555;22844;9689
randomSelect;2900;555;7452;3174
select;2900;555;23293;9860
randomSelect;2900;555;10722;7381
select;2900;555;24287;9955
randomSelect;2900;555;10448;6619
select;2900;555;23119;9921
randomSelect;2900;555;5138;1399
select;2900;555;20736;9629
randomSelect;2900;555;11077;6648
select;2900;555;22759;9882
randomSelect;2900;555;7798;4495
select;2900;555;21754;9405
randomSelect;2900;555;9947;4485
select;2900;555;24594;9877
randomSelect;2900;555;8428;3854
select;2900;555;24253;9961
randomSelect;2900;555;9931;5680
select;2900;555;21298;9755
randomSelect;2900;555;9786;5849
select;2900;555;21192;8824
randomSelect;2900;555;5826;1664
select;2900;555;24824;10637
randomSelect;2900;555;7646;4389
select;2900;555;22441;9702
randomSelect;2900;555;9036;5441
select;2900;555;22504;9520
randomSelect;2900;555;9566;5009
select;2900;555;22542;9471
randomSelect;2900;555;9496;4258
select;2900;555;24117;9860
randomSelect;2900;555;10034;6077
select;2900;555;22324;10093
randomSelect;2900;555;7923;4693
select;2900;555;22768;9634
randomSelect;2900;555;9997;6213
select;2900;555;22559;9425
randomSelect;2900;555;4928;1728
select;2900;555;21808;9676
randomSelect;2900;555;11319;3999
select;2900;555;23733;9406
randomSelect;2900;555;9933;6458
select;2900;555;23832;10727
randomSelect;2900;555;6703;3374
select;2900;555;24308;9905
randomSelect;2900;555;7056;4110
select;2900;555;24127;10591
randomSelect;2900;555;7042;1099
select;2900;555;22651;9883
randomSelect;2900;555;6808;1201
select;2900;555;21252;9625
randomSelect;2900;555;10799;4570
select;2900;555;23435;9419
randomSelect;2900;555;7288;3266
select;2900;555;24554;10047
randomSelect;2900;555;9232;6285
select;2900;555;24378;9820
randomSelect;2900;555;7437;3352
select;2900;555;23783;9951
randomSelect;2900;555;7369;4151
select;2900;555;24738;10443
randomSelect;2900;555;12897;6439
select;2900;555;21511;9916
randomSelect;3000;1700;7157;4362
select;3000;1700;22889;10767
randomSelect;3000;1700;9682;5074
select;3000;1700;22726;10151
randomSelect;3000;1700;13284;3873
select;3000;1700;24581;10377
randomSelect;3000;1700;9485;2481
select;3000;1700;23757;9957
randomSelect;3000;1700;15516;6803
select;3000;1700;22845;10069
randomSelect;3000;1700;5975;4301
select;3000;1700;24340;9749
randomSelect;3000;1700;9838;3132
select;3000;1700;23158;10702
randomSelect;3000;1700;15387;9025
select;3000;1700;24199;10619
randomSelect;3000;1700;14625;4839
select;3000;1700;25826;9873
randomSelect;3000;1700;5265;3675
select;3000;1700;24073;9892
randomSelect;3000;1700;15256;10161
select;3000;1700;23253;10291
randomSelect;3000;1700;20767;14269
select;3000;1700;23431;10325
randomSelect;3000;1700;12361;5842
select;3000;1700;23272;10475
randomSelect;3000;1700;8201;3742
select;3000;1700;27049;11354
randomSelect;3000;1700;12543;6961
select;3000;1700;24083;10347
randomSelect;3000;1700;13965;8199
select;3000;1700;22800;10461
randomSelect;3000;1700;10281;6565
select;3000;1700;22754;10153
randomSelect;3000;1700;18105;5949
select;3000;1700;22926;10370
randomSelect;3000;1700;9346;6074
select;3000;1700;24807;10306
randomSelect;3000;1700;15653;7680
select;3000;1700;22598;10510
randomSelect;3000;1700;6756;2265
select;3000;1700;25931;11137
randomSelect;3000;1700;13548;7228
select;3000;1700;22937;10282
randomSelect;3000;1700;7549;3351
select;3000;1700;24643;10314
randomSelect;3000;1700;9299;3427
select;3000;1700;23688;10754
randomSelect;3000;1700;12355;6234
select;3000;1700;22865;10029
randomSelect;3000;1700;8351;3364
select;3000;1700;23543;10108
randomSelect;3000;1700;5908;2521
select;3000;1700;23610;9728
randomSelect;3000;1700;11118;5546
select;3000;1700;23540;10070
randomSelect;3000;1700;11185;4158
select;3000;1700;22979;10044
randomSelect;3000;1700;6190;2546
select;3000;1700;24910;10245
randomSelect;3000;1700;10510;7211
select;3000;1700;23384;10637
randomSelect;3000;1700;8985;5435
select;3000;1700;23407;10157
randomSelect;3000;1700;10022;2589
select;3000;1700;26628;11959
randomSelect;3000;1700;9719;4574
select;3000;1700;23416;10732
randomSelect;3000;1700;8492;6507
select;3000;1700;23649;9748
randomSelect;3000;1700;10213;7920
select;3000;1700;23112;9784
randomSelect;3000;1700;12068;3301
select;3000;1700;24393;10498
randomSelect;3000;1700;8514;3294
select;3000;1700;24695;10760
randomSelect;3000;1700;11738;6682
select;3000;1700;23061;10565
randomSelect;3000;1700;12284;6680
select;3000;1700;26249;10384
randomSelect;3000;1700;8851;5787
select;3000;1700;24867;10795
randomSelect;3000;1700;13193;9860
select;3000;1700;24281;10211
randomSelect;3000;1700;7610;4800
select;3000;1700;22577;9859
randomSelect;3000;1700;10768;6320
select;3000;1700;22423;10111
randomSelect;3000;1700;6481;3092
select;3000;1700;23246;9993
randomSelect;3000;1700;7806;3721
select;3000;1700;23869;10225
randomSelect;3000;1700;17500;9559
select;3000;1700;24222;10285
randomSelect;3000;1700;7985;3907
select;3000;1700;24058;9663
randomSelect;3000;1700;14873;8253
select;3000;1700;25492;10860
randomSelect;3000;1700;8818;5415
select;3000;1700;24546;10811
randomSelect;3000;1700;7799;4331
select;3000;1700;26279;11021
randomSelect;3000;1700;8704;5513
select;3000;1700;22589;9601
randomSelect;3000;1700;10148;6703
select;3000;1700;23274;10627
randomSelect;3000;1700;14476;6928
select;3000;1700;22019;9961
randomSelect;3000;1700;10287;4771
select;3000;1700;23510;10000
randomSelect;3000;1700;11117;6280
select;3000;1700;23934;10283
randomSelect;3000;1700;6205;3802
select;3000;1700;27494;11169
randomSelect;3000;1700;11612;6569
select;3000;1700;23487;10022
randomSelect;3000;1700;11865;3466
select;3000;1700;22921;10227
randomSelect;3000;1700;9621;4313
select;3000;1700;25057;10500
randomSelect;3000;1700;12079;5409
select;3000;1700;22581;9852
randomSelect;3000;1700;12876;5355
select;3000;1700;25818;10887
randomSelect;3000;1700;9642;7249
select;3000;1700;23616;9831
randomSelect;3000;1700;9198;6119
select;3000;1700;23814;10187
randomSelect;3000;1700;4837;1985
select;3000;1700;24719;11263
randomSelect;3000;1700;5791;3811
select;3000;1700;25030;10509
randomSelect;3000;1700;12275;5010
select;3000;1700;26117;10373
randomSelect;3000;1700;12480;5128
select;3000;1700;21822;10049
randomSelect;3000;1700;10475;6574
select;3000;1700;24804;11136
randomSelect;3000;1700;12618;7257
select;3000;1700;22596;10024
randomSelect;3000;1700;11807;5037
select;3000;1700;22616;9535
randomSelect;3000;1700;8718;3891
select;3000;1700;23231;10396
randomSelect;3000;1700;9617;2901
select;3000;1700;23514;9904
randomSelect;3000;1700;10031;4412
select;3000;1700;27302;11014
randomSelect;3000;1700;7558;4210
select;3000;1700;24455;9932
randomSelect;3000;1700;13992;8289
select;3000;1700;22464;9651
randomSelect;3000;1700;16542;3537
select;3000;1700;23142;10639
randomSelect;3000;1700;18013;7481
select;3000;1700;23799;10490
randomSelect;3000;1700;14558;10939
select;3000;1700;25055;10677
randomSelect;3000;1700;13042;6805
select;3000;1700;26069;11167
randomSelect;3000;1700;9234;5809
select;3000;1700;24109;10005
randomSelect;3000;1700;6977;3681
select;3000;1700;23597;10290
randomSelect;3000;1700;11836;6056
select;3000;1700;23403;10392
randomSelect;3000;1700;8254;5299
select;3000;1700;24434;10725
randomSelect;3000;1700;7863;2509
select;3000;1700;24256;11171
randomSelect;3000;1700;9058;5156
select;3000;1700;24807;10524
randomSelect;3000;1700;13200;6068
select;3000;1700;29082;12264
randomSelect;3000;1700;11687;6566
select;3000;1700;23581;10665
randomSelect;3000;1700;5294;2282
select;3000;1700;25089;10083
randomSelect;3000;1700;9159;5328
select;3000;1700;22438;9802
randomSelect;3000;1700;13147;8086
select;3000;1700;23997;10163
randomSelect;3000;1700;7097;2522
select;3000;1700;24107;9876
randomSelect;3000;1700;8567;5165
select;3000;1700;23996;10337
randomSelect;3000;1700;8924;5633
select;3000;1700;24724;10891
randomSelect;3000;1700;11504;6336
select;3000;1700;25695;11383
randomSelect;3000;1700;13019;6666
select;3000;1700;25988;10768
randomSelect;3000;1700;6735;4377
select;3000;1700;24467;10464
randomSelect;3000;1700;9388;5675
select;3000;1700;23616;10009
randomSelect;3000;1700;18464;9494
select;3000;1700;23636;9966
randomSelect;3000;1700;5784;2864
select;3000;1700;22786;10152
randomSelect;3100;2750;8436;3410
select;3100;2750;26507;10530
randomSelect;3100;2750;6377;5134
select;3100;2750;25189;10994
randomSelect;3100;2750;7683;4076
select;3100;2750;24225;10141
randomSelect;3100;2750;9021;3377
select;3100;2750;25334;10869
randomSelect;3100;2750;6884;3325
select;3100;2750;24673;9929
randomSelect;3100;2750;7211;3629
select;3100;2750;23616;10111
randomSelect;3100;2750;8076;3531
select;3100;2750;25835;10785
randomSelect;3100;2750;7635;3385
select;3100;2750;23987;10335
randomSelect;3100;2750;16653;3282
select;3100;2750;25826;10943
randomSelect;3100;2750;4076;2753
select;3100;2750;23824;10786
randomSelect;3100;2750;7251;3759
select;3100;2750;27107;11742
randomSelect;3100;2750;7867;2868
select;3100;2750;24092;10028
randomSelect;3100;2750;11579;5510
select;3100;2750;25073;10609
randomSelect;3100;2750;6953;3646
select;3100;2750;26408;10615
randomSelect;3100;2750;13466;5458
select;3100;2750;19551;9679
randomSelect;3100;2750;7909;3032
select;3100;2750;24444;10950
randomSelect;3100;2750;12538;4268
select;3100;2750;23493;10673
randomSelect;3100;2750;4308;3189
select;3100;2750;23791;10130
randomSelect;3100;2750;3828;3030
select;3100;2750;24437;10419
randomSelect;3100;2750;6054;3271
select;3100;2750;25757;10763
randomSelect;3100;2750;5181;3306
select;3100;2750;27196;11275
randomSelect;3100;2750;8918;3924
select;3100;2750;22983;10772
randomSelect;3100;2750;6148;3822
select;3100;2750;23625;10788
randomSelect;3100;2750;9687;3373
select;3100;2750;24492;11143
randomSelect;3100;2750;14619;4310
select;3100;2750;25741;10044
randomSelect;3100;2750;12274;3490
select;3100;2750;24919;10257
randomSelect;3100;2750;8648;3038
select;3100;2750;24004;10859
randomSelect;3100;2750;10925;3556
select;3100;2750;24241;10856
randomSelect;3100;2750;5641;3848
select;3100;2750;24455;10428
randomSelect;3100;2750;7349;4867
select;3100;2750;26187;10535
randomSelect;3100;2750;5718;3829
select;3100;2750;22546;10736
randomSelect;3100;2750;11687;5881
select;3100;2750;25593;11143
randomSelect;3100;2750;7023;3282
select;3100;2750;23878;11207
randomSelect;3100;2750;7365;3115
select;3100;2750;24542;10076
randomSelect;3100;2750;9262;3980
select;3100;2750;24353;10274
randomSelect;3100;2750;8819;3475
select;3100;2750;22724;10717
randomSelect;3100;2750;10446;6493
select;3100;2750;24438;10377
randomSelect;3100;2750;7158;3533
select;3100;2750;25877;11053
randomSelect;3100;2750;7120;4572
select;3100;2750;23312;10313
randomSelect;3100;2750;8535;3606
select;3100;2750;23747;10535
randomSelect;3100;2750;8271;4030
select;3100;2750;23269;10056
randomSelect;3100;2750;8528;4218
select;3100;2750;24547;10568
randomSelect;3100;2750;5569;2976
select;3100;2750;25049;10493
randomSelect;3100;2750;5462;3646
select;3100;2750;22408;10236
randomSelect;3100;2750;12928;4165
select;3100;2750;24451;10400
randomSelect;3100;2750;4293;3310
select;3100;2750;26805;10651
randomSelect;3100;2750;6982;3522
select;3100;2750;22604;11090
randomSelect;3100;2750;7429;3632
select;3100;2750;23891;10159
randomSelect;3100;2750;9780;3814
select;3100;2750;25725;10140
randomSelect;3100;2750;6792;4634
select;3100;2750;22661;10531
randomSelect;3100;2750;11611;5486
select;3100;2750;25092;10887
randomSelect;3100;2750;9473;4908
select;3100;2750;24319;11372
randomSelect;3100;2750;8680;3153
select;3100;2750;24489;10791
randomSelect;3100;2750;7231;4190
select;3100;2750;23221;10377
randomSelect;3100;2750;8516;4555
select;3100;2750;23731;10918
randomSelect;3100;2750;10331;3898
select;3100;2750;24193;10650
randomSelect;3100;2750;8001;4764
select;3100;2750;24890;10453
randomSelect;3100;2750;7835;3625
select;3100;2750;25183;11195
randomSelect;3100;2750;5612;3322
select;3100;2750;20759;9401
randomSelect;3100;2750;8544;4040
select;3100;2750;27057;11102
randomSelect;3100;2750;7242;4113
select;3100;2750;25166;10938
randomSelect;3100;2750;10362;6526
select;3100;2750;25383;11438
randomSelect;3100;2750;4581;2919
select;3100;2750;24926;10297
randomSelect;3100;2750;7683;3413
select;3100;2750;27643;10818
randomSelect;3100;2750;9492;4060
select;3100;2750;29707;11518
randomSelect;3100;2750;6372;4254
select;3100;2750;25975;11475
randomSelect;3100;2750;9061;5148
select;3100;2750;24054;10130
randomSelect;3100;2750;9912;4027
select;3100;2750;24465;10841
randomSelect;3100;2750;9670;5847
select;3100;2750;24949;10794
randomSelect;3100;2750;7934;5842
select;3100;2750;25714;11468
randomSelect;3100;2750;5785;3145
select;3100;2750;24386;10380
randomSelect;3100;2750;5721;3436
select;3100;2750;23478;10516
randomSelect;3100;2750;9743;4544
select;3100;2750;28650;10833
randomSelect;3100;2750;7695;3416
select;3100;2750;22252;10906
randomSelect;3100;2750;5819;3821
select;3100;2750;25244;11501
randomSelect;3100;2750;13017;5460
select;3100;2750;23152;10356
randomSelect;3100;2750;12183;3619
select;3100;2750;25504;10746
randomSelect;3100;2750;16196;4802
select;3100;2750;25299;10255
randomSelect;3100;2750;10407;4894
select;3100;2750;24912;11128
randomSelect;3100;2750;8907;4171
select;3100;2750;25411;10872
randomSelect;3100;2750;6887;4189
select;3100;2750;24199;11145
randomSelect;3100;2750;6102;3233
select;3100;2750;23702;9754
randomSelect;3100;2750;9418;4696
select;3100;2750;24595;10478
randomSelect;3100;2750;13799;3993
select;3100;2750;25053;10441
randomSelect;3100;2750;8103;4362
select;3100;2750;24418;10706
randomSelect;3100;2750;5699;3632
select;3100;2750;25305;10254
randomSelect;3100;2750;6325;3127
select;3100;2750;25755;10864
randomSelect;3100;2750;8786;3113
select;3100;2750;24650;10077
randomSelect;3100;2750;7668;4206
select;3100;2750;25079;11062
randomSelect;3100;2750;5871;3780
select;3100;2750;24994;10410
randomSelect;3100;2750;5754;3914
select;3100;2750;23965;10152
randomSelect;3100;2750;9616;3271
select;3100;2750;23401;10608
randomSelect;3100;2750;7930;4942
select;3100;2750;25964;10722
randomSelect;3100;2750;7773;3328
select;3100;2750;25420;10948
randomSelect;3100;2750;12396;6528
select;3100;2750;24916;10974
randomSelect;3100;2750;5499;3134
select;3100;2750;24336;10801
randomSelect;3100;2750;9140;3368
select;3100;2750;25572;10504
randomSelect;3100;2750;6887;3112
select;3100;2750;21617;9142
randomSelect;3100;2750;8092;4115
select;3100;2750;23548;10480
randomSelect;3100;2750;6247;3001
select;3100;2750;24576;10678
randomSelect;3200;1498;10711;8446
select;3200;1498;24575;10433
randomSelect;3200;1498;8349;4706
select;3200;1498;23870;10556
randomSelect;3200;1498;10719;4548
select;3200;1498;26520;10562
randomSelect;3200;1498;14919;10267
select;3200;1498;27185;11879
randomSelect;3200;1498;8201;6111
select;3200;1498;23658;10578
randomSelect;3200;1498;8817;6113
select;3200;1498;28705;12288
randomSelect;3200;1498;6863;3878
select;3200;1498;28590;11261
randomSelect;3200;1498;9717;2944
select;3200;1498;25479;10977
randomSelect;3200;1498;9495;4365
select;3200;1498;24408;10862
randomSelect;3200;1498;6553;2670
select;3200;1498;28026;11772
randomSelect;3200;1498;10500;6907
select;3200;1498;24642;10673
randomSelect;3200;1498;8380;4209
select;3200;1498;25135;11370
randomSelect;3200;1498;9004;6104
select;3200;1498;27794;11578
randomSelect;3200;1498;8749;4537
select;3200;1498;26255;11306
randomSelect;3200;1498;11250;4018
select;3200;1498;25352;10543
randomSelect;3200;1498;9223;4118
select;3200;1498;23817;10708
randomSelect;3200;1498;11573;5174
select;3200;1498;25815;11104
randomSelect;3200;1498;11810;6701
select;3200;1498;27514;12805
randomSelect;3200;1498;8011;2912
select;3200;1498;24222;10329
randomSelect;3200;1498;6938;4157
select;3200;1498;29526;11973
randomSelect;3200;1498;10563;5148
select;3200;1498;26567;12244
randomSelect;3200;1498;6433;2667
select;3200;1498;26348;11059
randomSelect;3200;1498;11764;7703
select;3200;1498;25269;11190
randomSelect;3200;1498;6185;3511
select;3200;1498;26460;10757
randomSelect;3200;1498;8242;5646
select;3200;1498;26885;11366
randomSelect;3200;1498;8345;4813
select;3200;1498;26272;10504
randomSelect;3200;1498;10032;5285
select;3200;1498;25971;10496
randomSelect;3200;1498;18001;9609
select;3200;1498;24964;11039
